index,metric/wiki40b_ca_val_loss,metric/wiki40b_nl_val_loss,metric/wiki40b_pt_val_loss,metric/wiki40b_pl_val_loss,metric/wiki40b_ro_val_loss,metric/wiki40b_uk_val_loss,metric/wiki40b_da_val_loss,metric/wiki40b_tr_val_loss
1,7.590892314910889,9.225525856018066,8.08897590637207,10.219562530517578,8.325221061706543,9.111111640930176,9.712281227111816,10.457392692565918
2,8.332706451416016,9.262928009033203,8.801690101623535,10.05265998840332,11.839947700500488,9.267040252685547,9.724740982055664,10.213622093200684
3,7.622748851776123,9.166157722473145,7.995955467224121,10.09692668914795,12.008623123168945,9.082518577575684,9.690910339355469,10.27194881439209
4,8.486434936523438,9.387951850891113,8.845107078552246,10.085783004760742,11.922897338867188,8.990097045898438,9.796930313110352,10.244524955749512
5,8.593648910522461,9.364096641540527,9.066129684448242,10.142112731933594,9.556341171264648,9.104889869689941,9.866177558898926,10.463908195495605
6,7.7536301612854,9.260598182678223,8.131959915161133,10.15773868560791,9.05745792388916,8.987876892089844,9.661162376403809,10.380071640014648
7,7.650589466094971,9.247331619262695,8.059953689575195,10.21977424621582,11.376497268676758,9.141182899475098,9.81972599029541,10.443861961364746
8,8.584207534790039,9.434741020202637,8.81582260131836,10.109819412231445,11.99129581451416,8.99005126953125,9.792804718017578,10.009037017822266
9,7.61095666885376,9.229249954223633,8.051745414733887,10.220149040222168,12.37309455871582,9.136968612670898,9.676046371459961,10.424832344055176
10,8.321879386901855,9.377720832824707,8.758633613586426,9.996883392333984,11.612458229064941,9.317062377929688,9.752225875854492,10.149592399597168
11,7.471517562866211,9.138711929321289,7.9970221519470215,10.169487953186035,8.997393608093262,9.116568565368652,9.619039535522461,10.2771577835083
12,8.449350357055664,9.226357460021973,8.925620079040527,9.727486610412598,8.11522102355957,8.818288803100586,9.489887237548828,10.162262916564941
13,8.335989952087402,9.102044105529785,8.839167594909668,10.082950592041016,9.728702545166016,9.090144157409668,9.662882804870605,10.325850486755371
14,7.882601261138916,9.32632064819336,8.000550270080566,9.973624229431152,11.870559692382812,9.00162410736084,9.629371643066406,9.934179306030273
15,7.630507469177246,9.227364540100098,7.951806545257568,9.942997932434082,11.940174102783203,10.684986114501953,9.512344360351562,9.966107368469238
16,7.676121711730957,9.158540725708008,8.004351615905762,10.022233963012695,8.620044708251953,9.140181541442871,9.667969703674316,10.132116317749023
17,8.826142311096191,9.231791496276855,9.006598472595215,10.065465927124023,12.08035945892334,9.036104202270508,9.642693519592285,9.998645782470703
18,8.306977272033691,9.320297241210938,8.742426872253418,9.993523597717285,8.789300918579102,10.696878433227539,9.759774208068848,10.137834548950195
19,8.555720329284668,9.370872497558594,9.087312698364258,10.091796875,10.038323402404785,9.037984848022461,9.764571189880371,10.433402061462402
20,8.360485076904297,9.365408897399902,8.843245506286621,10.155226707458496,9.412239074707031,9.053701400756836,9.852795600891113,10.438526153564453
21,7.735867023468018,9.212289810180664,8.142950057983398,10.305265426635742,11.567611694335938,10.745737075805664,9.789077758789062,10.54418659210205
22,7.532304286956787,9.476249694824219,8.000411987304688,10.25231647491455,8.5590181350708,10.94472599029541,9.82056713104248,10.350961685180664
23,7.661506175994873,9.07163143157959,8.060970306396484,10.132637977600098,8.476730346679688,9.125808715820312,9.668689727783203,10.300111770629883
24,8.378591537475586,9.23228931427002,8.801690101623535,9.984115600585938,8.995511054992676,9.093058586120605,9.660075187683105,10.142508506774902
25,7.538068771362305,9.310406684875488,8.050235748291016,10.303085327148438,7.83489990234375,11.053468704223633,9.778483390808105,10.4830322265625
26,7.675746917724609,9.153932571411133,7.995043754577637,10.149145126342773,9.845114707946777,10.72409439086914,9.711169242858887,10.320582389831543
27,7.74609375,9.21247386932373,8.135400772094727,9.50234603881836,9.016475677490234,8.741511344909668,9.34264850616455,10.00302505493164
28,7.942347049713135,9.177706718444824,8.215124130249023,10.135786056518555,7.847880840301514,10.86270523071289,9.572440147399902,10.303327560424805
